인공지능 신뢰성 확보를 위해 현장의 목소리를 담다
"마인즈랩, 메가존 클라우드와 인공지능 플랫폼 구축 공동사업 MOU 체결"
인공지능 집적단지 착공식 참석한 임혜숙 장관
"이재형 과기부 인공지능기반정책과장, “인공지능 선도국가를 목표로 정책 추..."
"인공지능시대, 붓다의 가르침은 여전히 유효할까"
"인공지능산업융합사업단, AI집적단지 2·3단계 사업 준비 최선"
"업계 최초, 인공지능 기반 빌딩 디지털 솔루션…존슨콘트롤즈, 빌딩 지속 가능..."
인공지능과 함께 만든 영화음악은 어떨까
명문대 합격 비결? 인공지능 선생님 덕분이죠!
"과기정통부, 인공지능 접목 최신 국방기술체계 논의 민·관 회의 개최"
"NS홈쇼핑, AI(인공지능) 성우 도입"
"서울대 공대 이종호 교수팀, MRI용 전자파 파형을 인공지능이 스스로 설계하는..."
인공지능이 CCTV 영상 속 쓰러진 사람 실시간 탐지한다
급식 분야에도 인공지능(AI) 바람이 분다
"""인공지능 업체에게 광주는 기회의 땅이죠"""
대한민국 인공지능 혁신거점 국가 인공지능 집적단지 조성 본격화
"인공지능·데이터·네트워크 기반 '스마트제조 혁신 고도화', 내년부터 '26년..."
"서울대병원, 조기위암 침윤 깊이까지 예측 가능한 인공지능 모델 개발"
"내 목소리로 '인공지능 음성' 만든다!... 네이버 클로바더빙, AI '보이스 메이..."
"넷마블, 'EMNLP' 인공지능 번역 후보정 기술 챌린지 우승"
광주 '국가 인공지능 직접단지' 착공
[박성필의 IP 톡 ] 인간이 발명한 인공지능(AI) 발명가
"B2B 식자재 유통기업 마켓보로, 인공지능 기반 혁신한다... AI 자문위원 한상..."
"중기부 'K-인공지능 제조데이터 경진대회' 과제 공개... ""창의성 발휘해 해결..."
군 지뢰탐지·제거 작전에 인공지능 기술 본격 활용
인공지능(AI)을 활용한 객체탐지(Object Detection)는 어떻게 작동하나 ④
"선문대, 인공지능 기술교육협의회 참여…초광역 교육 플랫폼 구축"
"인공지능산업융합사업단, 'AICON 광주 2021' 12월 16일~18일 사흘간 펼쳐져"
클라우드 정책 설명하는 송경희 과기부 인공지능기반정책관
"루닛, RSNA 2021서 흉부CT 및 유방단층촬영 인공지능 신제품 공개한다"
"[취재 뒷담화] 왜 하필, ‘초거대 인공지능’인가?"
"과기정통부, 인공지능 개발안내서·윤리 자율점검표·윤리 교육 총론에 대한 ..."
"인공지능 비전 대표 스타트업 '뉴로클', 혁신기업 육성 프로그램 'NH 디지털 ..."
캐나다 워털루 대학 ‘인공지능 협력 장치’ 구축
"인공지능 스타트업 업스테이지, AI 팩 개발 가속화 위해....전문인재, 무려 2..."
"5년간 총 3,018억원 투입, 차세대 인공지능 기술 선점 나선다"
"최혜원 이화여대 교수팀, '인공지능 학습용 데이터 구축사업' 선정"
[이슈] 의료 인공지능 기업 '루닛'에 글로벌 투자사 몰린다!..상장 전 720억원...
[이슈] 의료 인공지능 기업 '루닛'에 글로벌 투자사 몰린다!..상장 전 720억원...
"KT 인공지능 기술, 국제 의료 AI 경진대회 1위 수상"
"마이크로칩, 인공지능 추론 기능 탑재된 엣지 임베디드 비전 애플리케이션용 ..."
"LG유플러스, 인공지능 원격관리 '스마트 양계장' 만든다"
인공지능 혁신 생태계 구축 집적단지 조성 2단계 수립
대구첨복-네이버클라우드 ‘인공지능·빅데이터 분야 헬스케어’ 업무협약
광주 첨단3지구서 '국가 인공지능 집적단지' 착공
"성균관대학교-한국철도기술연구원, 철도 인공지능 융합연구 협력 추진"
"CJ올리브네트웍스, 예술작품에 인공지능 접목해 NFT 발행"
"軍, 지뢰탐지·전사자 유해발굴에 인공지능 기술 본격 활용"
"'포스트 코로나 속 인공지능 기술 미래 엿보기' AICON 광주 2021, 12월 개막"
"성균관대-한국철도기술연구원, 철도 인공지능 융합연구 협력"
인공지능이 만든 영화는 어떨까?…AI·인간 협업 프로젝트
국가 인공지능 혁신거점 될 광주 집적단지
"인공지능(AI) 기술의 진화, 활용 분야 ‘무궁무진’"
"레드햇, 데이터 센터에서 클라우드, 엣지까지 유연하고 확장 가능한 ..."
"광주광역시, 글로벌 인공지능 융복합 중심지 도약한다"
"아이티공간, 설비 예지보전으로 한국표준협회 '인공지능 기술검증서' 확보"
"숭실대 동아리 SSCC, '스마트농업 인공지능 경진대회'서 최우수상·우수상"
"ETRI, 도심 안전사고 예방 시각 인공지능 '딥뷰' 개발"
"하나금융, 인공지능 데이터 분석 플랫폼 출시···자체개발"
"인공지능산업융합사업단, ‘AICON 광주 2021’ 12월 16일~18일 진행"
"창원시, 캐나다 워털루대학에 인공지능 연구거점 마련"
"팅크웨어, 인공지능 기반 블랙박스 ‘아이나비 Z7000’ 출시"
한양대 ERICA '인공지능융합연구센터' AI워크숍 개최
"이용섭 광주시장, 국가 인공지능 집적단지 착공식 참석"
‘강원권' AI<인공지능>산업 전국 4대 거점 선정
"쌍용정보통신, 스누아이랩-티쓰리큐와 공공부문 인공지능 사업 체결"
"삼성SDS, 클라우드ㆍ보안ㆍ인공지능 연구 성과 발표"
"광주시, '글로벌 인공지능 융복합 중심지' 도약"
"광주시, 글로벌 인공지능 융복합 중심지 도약한다"
"코드프레소, AI 양재허브와 함께 무료 인공지능 실무 개발자 양성교육 진행"
"숭실대 컴퓨터 동아리 SSCC, 2021 스마트농업 인공지능 경진대회 최우수상·우..."
인공지능 핵심거점…광주 AI집적단지 22일 '첫 삽'
"전남대 김재국·황장연 교수팀,인공지능 기반 소재탐색 플랫폼 개발 성공"
"[뉴시스 창사 20주년]한현욱 교수 ""인공지능·빅데이터가 미래 의료 바꿀 것"""
국가 인공지능 집적단지 착공식
"미래 산업의 중심 인공지능, 그리고 유니티"
"모비젠·KDX한국데이터거래소, 인공지능 기반 데이터 품질평가 위한 업무협약..."
"대한결핵협회-뷰노, 인공지능 기반 결핵 진단 기술 글로벌 확산 위한 MOU 체결"
"서울시교육청, 인공지능 튜터 마중물학교 운영"
동서대서 11일 인공지능 메타버스 주제로 워크숍
"LG CNS, 장애 청소년으로 인공지능 교육 확대"
특성화고 학과재구조화…반려동물·인공지능 등 신산업분야 지원
‘인공지능 학습용 데이터 구축 지원사업’ 해커톤·공모전 공동 개최
"진천군, K-스마트와 함께 인공지능 영재페스티벌 개최"
"판례 검색 서비스 '케이스노트', 팁스 선정 및 더벤처스 투자유치...인공지능..."
"한컴 김연수 대표, 취임 100일 맞아 인공지능 등 성장전략 및 사업 비전 밝혀..."
"삼성전자, 미국 테일러市에 20조원 투자 신규 파운드리 생산라인 확정!......"
"[기획업무 능력업] 'Do it 첫 통계!', 인공지능 기술의 기반을 알기 쉽게 이해..."
"광주시, 글로벌 인공지능 융복합 중심지 도약한다"
"[대덕포럼] 인공지능시대, 자녀 진로교육"
인공지능 지역혁신 현장공감 간담회
"국민대, NH농협의 디지털인재 육성 위한 '인공지능 활용 교육' 수료식 개최"
"하나금융그룹, 인공지능 데이터 분석 플랫폼 '원큐 온 샘플' 출시"
인공지능 지역특화산업 실증랩 설명듣는 임혜숙 장관
"숭실대 컴퓨터 동아리 SSCC, 2021 스마트농업 인공지능 경진대회서 최우수상·..."
"경기과학기술대학교 전자공학과, '제3회 농업인공지능(AI) 경진대회' 1위"
"북극 바다얼음, 인공지능으로 예측한다"
사물인터넷·인공지능 접목 미래 기술 한자리
"인공지능 투자 파운트, 유튜브 ‘Works Awards 2021’ 수상"
"카카오엔터프라이즈, 키즈 전용 인공지능(AI) 서비스 출시"
"SW교육 페스티벌, 큐브로이드 '로봇, 코딩, 인공지능 교육' 랜선 클래스 성료"
"인공지능 챔피언십 2021 결선 평가 마치고, 12개 우승팀 확정"
[김민현의 인공지능 썰] NFT에 숨결을 불어넣는 'AINFT'가 AI 생태계에 꼭 필...
인공지능으로 실시간 낙상 예측한다…정확도 95%
"삼성전자, 제3회 SAFE 포럼 개최...인공지능 기반 EDA 등 80개 이상 EDA 툴 및..."
"JDC, 제주 청소년들 '인공지능(AI)' 세계로의 탐험기회 누려"
"AI 미래 인재, 인공지능 캠프로 키운다"
"JW중외제약, 신테카바이오와 인공지능 기반의 신약 발굴 손잡아"
"NS홈쇼핑, 인공지능 성우가 상품 설명한다"
"모비젠, 인공지능 기반 데이터 품질평가 기반으로 'KDX한국데이터거래소'와 업..."
"전남대 김재국·황장연 교수팀, 인공지능 기반 소재탐색 플랫폼 개발"
"[양산소식] 양산시, 인공지능 활용 데이터··· '행정에 도입한다' 外"
"[AI 이슈] 인공지능 가상 아이돌 '이터니티', 글로벌 최고 패션 잡지 '마리끌..."
[NW국장 칼럼] '위드 인공지능(AI)' 시대 단상
"국내 연구진, 인공지능으로 '낙상 사고' 막는 기술 개발"
"삼성전자, 2022년형 ‘비스포크 큐브 에어’ 출시…인공지능 공기 관리"
'인공지능 식별추적 시스템 구축 중단 촉구'
"숭실대 동아리 SSCC, '2021 스마트농업 인공지능 경진대회'서 최우수상·우수..."
